,token,label,cluster,character_dimension_1,character_dimension_2,count,probability,cass_brand,similar_cass_brand
332,"12_packs

alcohol_licensee_purchased",0,33,-36.654667,-58.991844,9,0.999999986666193,,
333,nettle,0,317,-10.971426,-65.317924,7,0.999999986622586,,
334,karma_water,1,318,48.234543,-23.52241,7,0.999999986602318,,
335,res,0,319,-6.085408,1.9933755,10,0.999999986595557,,
336,rose_south_island,0,320,-42.84071,-37.806538,6,0.999999986381381,,
337,feijoa_lemonade,0,321,-19.20386,55.517857,6,0.999999986367239,,
338,powerade_zero_sugar,1,322,5.463279,52.373272,6,0.999999986349838,powerade,powerade_zero powerade_zero_grape
339,cruiser_passion_12_pack,0,323,-6.072084,-46.641506,5,0.99999998631939,,
341,mother_energy_drink,1,325,15.191808,-55.002186,26,0.999999986305565,mother,
342,calming,0,326,19.14614,-15.784674,5,0.999999986237473,,
343,baileys_irish_cream,1,327,47.62905,17.175953,9,0.999999986194253,,
344,42_vodka,1,328,-5.735237,-41.33958,6,0.99999998616929,,
345,hazy_pale_ale,0,329,-24.287327,-30.35644,5,0.999999986166372,,
346,honest,0,330,-9.484245,11.470432,7,0.999999986110892,,
347,asked_provide_identification_irrespective,0,331,1.8176572,-30.946487,7,0.999999985912996,,
348,montana,1,332,-26.208723,56.465874,15,0.999999985668655,,
349,distilled,0,333,-13.302465,-23.887245,8,0.999999985529488,,
350,waipara_hills,1,334,-31.802284,-34.718224,8,0.999999985438899,,
351,aa,1,335,23.502035,-33.818146,5,0.999999985428481,,
352,440ml_cans,0,336,-26.227512,-56.989914,13,0.999999985424662,,
353,red_label_1l,0,337,-6.7603135,-51.917347,6,0.999999985409742,,
354,cocacola_330ml,1,338,-24.569408,-67.472984,30,0.999999985384972,cocacola,
355,extraordinary,0,339,-60.325222,-11.770021,6,0.99999998536421,,
356,church_road_mcdonald,1,340,-50.282967,-39.10653,5,0.999999985339965,,
357,owned,0,341,10.071442,67.7281,5,0.999999985335258,,
358,old_masters_rich,1,342,-19.77088,-19.425436,5,0.999999985252514,,
359,700_ml_alcohol_licensee,0,343,-33.31826,-53.328987,10,0.999999985181587,,
360,grant_burge_5th_gen,1,344,-1.5672369,17.920671,7,0.999999985142761,,
361,double_espresso_iced_coffee,0,345,9.359327,-22.1322,9,0.999999985121989,,barista_bros_double_espresso_iced_coffee
362,"125l_125l

alcohol_licensee_purchased",0,47,-38.18174,-59.48658,5,0.999999985007373,,
363,100_tea_bags,0,346,40.648052,1.9023981,6,0.999999984966561,,
364,craggy_range_gimblett_gravels,1,347,3.5852175,-28.076174,5,0.999999984939072,,
365,rum_1l,0,348,-9.932813,-6.6202936,8,0.999999984927932,,
366,graham_norton,1,349,-46.582935,-37.405323,10,0.999999984856132,,
367,cans_250ml,0,350,-23.613483,-52.85891,8,0.999999984850297,,
368,red_label,0,351,-6.800909,-51.90378,10,0.999999984848764,,
369,speights_summit,1,352,9.51883,-39.39767,5,0.999999984805104,,
370,"200ml

alcohol_licensee_purchased_limit",0,47,-38.59564,-56.813755,26,0.999999984786044,,
371,sauvigon_blanc,0,353,-18.573174,-43.286587,18,0.999999984643944,,
372,irrespective_age_id_sale,0,354,2.4288335,-32.804672,5,0.999999984584558,,
373,nippy_iced_coffee,1,355,10.798568,-18.346773,5,0.999999984560138,nippy,
374,clean_collective_pear_elderflower,1,356,43.9057,-13.070634,6,0.999999984557592,,
375,coruba_original,1,357,-11.535469,-5.004818,7,0.999999984519498,,
376,london,0,358,-28.782103,-37.209106,8,0.999999984484165,,
377,macs,1,359,17.03055,-4.770249,15,0.999999984195814,,
378,aloe_vera_original,0,360,6.716805,-8.570892,10,0.999999984074727,,
379,expression,0,361,31.591034,-31.22407,5,0.999999984061056,,
380,immunity,0,362,13.61032,63.291637,10,0.999999984057672,,
381,coke_330ml_glass,1,222,-26.361856,-68.03204,7,0.999999983807824,coke,
382,nescafe_gold,1,363,17.550598,-23.139795,5,0.999999983522092,nescafe,
383,"320ml_alcohol_bottle

alcohol_licensee",0,39,-31.935928,-56.008656,5,0.99999998350268,,
384,chi_herbal,1,364,-28.975342,-11.547181,10,0.999999983420856,,
385,2021,0,365,-49.351,-59.221928,5,0.999999983420764,,
386,sustainable,0,366,-3.620089,60.2273,5,0.999999983352018,,
388,griffins_vanilla,0,368,41.199745,19.21101,5,0.999999983294773,,
389,big_box_141,0,369,-64.07373,0.36661,7,0.999999982999973,big,
390,sparkling_water_750ml,0,370,48.274426,6.113202,9,0.9999999829928,,
391,gift,0,371,-61.94494,-2.7102816,23,0.999999982762771,,
392,shelf_iced,0,372,17.281101,21.636135,8,0.999999982754395,,
393,"275ml_5_alcohol_bottle

alcohol",0,373,-31.116037,-57.222553,6,0.999999982683829,,
394,active,1,374,-2.0414536,-31.924793,18,0.999999982641426,,
395,kiwi_blue_sparkling_water,1,375,58.037643,11.75009,10,0.99999998244082,kiwi_blue,
396,monteiths_apple_cider,1,376,18.55099,-8.96652,9,0.999999982436522,,
397,rekorderlig_strawberry_lime,1,377,15.650817,41.887695,5,0.999999982414513,,
398,"440ml_alcohol_can

alcohol",0,244,-28.99877,-57.573067,8,0.999999982374358,,
399,heineken_bottle,1,378,-6.644168,-65.84367,7,0.99999998203389,heineken,
400,pa_road_sauvignon_blanc,1,379,-18.233395,-44.061604,5,0.999999981974739,,
401,acetate,0,380,-3.1782355,-20.424765,5,0.999999981967127,,
402,cabernet,0,381,-11.473679,-50.614243,10,0.99999998190146,,
403,mountain_blast,1,4,-2.4429371,60.10443,14,0.999999981865759,,powerade_mountain_berry_blast powerade_zero_mountain_blast
404,care,0,382,-27.602169,-18.60159,20,0.999999981833534,,
405,proud,0,383,-19.62176,65.29221,8,0.99999998177775,,
406,wave,1,384,9.583925,-13.526822,13,0.999999981524305,,
407,directly,0,385,0.7989224,-44.96339,6,0.999999981473748,,
408,grown,0,386,10.125346,67.059944,24,0.999999981378476,,
409,mission_estate,1,387,-1.1918527,-20.902857,9,0.999999981256664,,
410,sprite_15l,0,388,6.3871055,0.9008825,39,0.999999981120844,sprite,
411,blue_bolt,0,389,14.507532,49.53633,7,0.999999981003025,,
412,2_bottles,0,390,-13.482604,-67.46626,5,0.999999980774267,,
413,black_heart,1,391,19.996128,-3.741552,7,0.999999980764441,,
414,bitters,0,392,-11.847774,-56.250946,66,0.999999980671783,,
415,somersby_pear_cider,1,393,-10.556648,56.83572,8,0.999999980605958,,
416,smoothie_strawberries,0,394,14.8617115,43.44454,6,0.999999980541074,,
417,hold,0,395,-8.723084,-8.813134,10,0.999999980537865,,
418,powerade_range,1,396,3.8471863,54.48365,10,0.999999980458436,powerade,powerade_orange
419,menthol,0,397,-11.8677,19.267834,12,0.999999980452137,,
420,water_500ml,0,101,-23.5981,-39.103054,31,0.999999980430876,,
421,18_pack,0,286,-18.703358,-58.962185,11,0.999999980415928,,
422,rabbit_ranch_pinot_noir,1,398,-42.753586,-43.69214,7,0.999999980377624,,
423,"asti_italy_750ml

alcohol_licensee",0,399,-37.177002,-51.65109,5,0.99999998035337,,
425,waters,0,400,-16.87951,-26.839407,10,0.999999980151995,,
426,gin,0,401,30.707222,-14.846007,51,0.999999980139097,,
427,sparkling_mineral_water,0,402,48.308643,4.098106,13,0.999999980093838,,capi_sparkling_mineral_water
429,home_grown,0,404,10.323385,66.36642,10,0.999999979928488,,
430,export_gold_bottle,1,405,-13.471986,-62.05484,9,0.999999979860898,,
431,appleton_estate,,406,-1.0507559,-20.754198,14,0.999999979692245,,
432,4pk_250ml,0,407,-23.814922,-53.229626,6,0.999999979460845,,
433,soft_drink_300ml,0,408,-28.241175,-67.221725,14,0.999999979310769,,
435,beefeater,1,198,27.556202,-6.484525,5,0.999999979208925,,
436,hop,0,410,-34.25342,34.33586,12,0.999999979098,,
437,2019,0,411,-50.567978,-58.16702,10,0.99999997907978,,
438,recycled,0,412,25.850094,-39.36447,5,0.999999978955016,,
439,"rose_750_ml

alcohol_licensee",0,413,-35.965504,-52.383,5,0.999999978840289,,
440,merlot_cab,0,414,-11.8425045,-49.607983,5,0.99999997872875,,
441,swedish_fish,0,415,-25.843359,-6.839744,6,0.999999978651121,,
442,ufc_coconut_water,1,416,-10.645172,5.7632623,22,0.999999978621644,,
443,cute,0,417,23.67493,50.492466,8,0.999999978593218,,
444,"ml

alcohol_licensee_purchased_limit",0,47,-38.190212,-57.231354,11,0.99999997857961,,
445,"california_united_states_750ml

alcohol",0,418,-39.039875,-51.086647,5,0.999999978461766,,
446,zero_sugar,0,419,24.76203,24.984465,47,0.999999978266482,,
447,hawkes_bay,1,420,-13.677163,-40.244637,38,0.999999978199232,,
448,jameson,1,421,23.100243,5.170163,22,0.999999978172404,,
449,morton_estate,1,422,-1.1127244,-20.804085,7,0.999999978132037,,
450,export_33_15_pack,1,423,-14.282072,-61.58036,5,0.999999977902142,,
451,350ml_alcohol_licensee,0,424,-34.17198,-53.326477,8,0.999999977889014,,
452,san_pellegrino_aranciata_rossa,1,425,-41.720745,-31.516745,5,0.999999977861259,san_pellegrino,san_pellegrino_aranciata san_pellegrino_aranciata_rosso
453,"syrah_750ml_750ml
alcohol_licensee",0,426,-35.592255,-49.350857,7,0.999999977834017,,
454,"cabernet_sauvignon_750ml

alcohol_licensee",0,427,-20.006227,-47.055325,13,0.999999977802059,,
455,"18_pack_18_pack

alcohol",0,286,-18.788881,-59.07904,5,0.999999977757816,,
456,lion_red_15_pack,1,428,-17.816376,-62.858963,5,0.999999977742616,,
457,st_remy,1,429,-26.488226,24.763939,17,0.99999997769566,,
458,brown_bro,1,75,6.547675,69.76738,8,0.999999977577277,,
459,"merlot_750ml

alcohol_licensee",0,135,-34.62435,-51.08806,13,0.999999977286673,,
460,live_plus,1,430,-22.731647,-35.769012,21,0.999999977027297,,
461,woodstock_extra,1,431,24.93024,2.5244565,8,0.999999976976781,,
462,steinlager,1,432,20.163515,-31.44864,9,0.999999976837601,,
463,lipton_peach_ice,1,433,20.434084,18.89324,10,0.999999976566821,lipton,lipton_peach
464,aloe_vera_drink,0,434,7.151002,-9.065566,31,0.999999976528622,,
465,frozen_west_coast_whitebait,0,435,-30.516314,29.350712,5,0.999999976429233,,
466,bombay_saphire,1,436,30.246065,-51.683548,6,0.999999976378555,,
467,ginger_beer_bundaberg,1,223,33.397713,-9.46204,15,0.999999976291816,bundaberg,bundaberg_ginger_beer bundaberg_ginger_beer bundaberg_diet_ginger_beer
468,237ml,0,437,-26.883862,-50.285378,9,0.999999975910052,,
469,karma_kombucha_cherry,1,438,48.26081,-6.6879907,10,0.99999997584512,,
470,snakes,0,439,-32.429977,39.96478,7,0.999999975842288,,
471,fazer,0,440,46.42684,44.257008,8,0.999999975798437,,
472,jagermeister,1,441,21.277046,-32.06611,12,0.999999975550748,,
473,scrumpy_lemon,1,442,25.18215,40.24348,9,0.999999975399274,,
474,gris,0,443,-41.3998,-39.6699,11,0.999999975118529,,
475,intensity,0,444,0.9950034,-71.70797,6,0.999999975078735,,
476,500ml_7_alcohol,0,445,-28.777699,-55.395782,14,0.999999975047026,,
477,lp,0,446,-19.391487,-3.5060105,265,0.999999975011676,,
478,bottles_spirit,0,447,-14.2935705,-70.06063,6,0.999999974876403,,
479,sodium,0,448,8.6484165,-32.0405,7,0.999999974722501,,
480,finlandia_vodka,1,449,-5.444634,-40.780136,5,0.999999974646997,,
481,looks,0,450,5.4921446,-14.151639,5,0.999999974570924,,
482,flame_15_pack,1,451,-18.952509,-62.147484,7,0.999999974408438,,
483,stoneleigh_marlb,1,452,8.565446,-35.92926,5,0.999999974273718,,
484,merlot_750ml,0,453,-33.918774,-50.247017,8,0.999999974266137,,
485,cruiser_7,1,454,-5.6417484,-44.880352,6,0.999999974134866,,
486,smarty_bag_kids_entertained,0,455,-15.489972,19.37738,6,0.99999997401808,,
487,froth,0,456,4.9403296,70.65062,6,0.999999973640146,,
488,"delle_venezie_italy_15l

alcohol",0,457,-30.197575,-53.48565,6,0.999999973476443,,
490,6pk_cans,0,458,-24.098362,-55.59674,11,0.999999973248409,,
491,gatorade_sugar,1,459,10.948843,50.387512,8,0.999999972938952,gatorade,
492,15_pack_330ml,0,460,-22.739548,-62.206627,11,0.999999972776413,,
493,coruba_gold,1,461,-10.9398365,-5.5489426,13,0.999999972738735,,
494,cookie_time_cookies,0,462,5.053676,-13.11858,5,0.999999972660683,,
495,sparkling_water_500ml,0,463,48.370617,5.800412,20,0.999999972592705,,
496,canti_prosecco,1,464,-1.9631304,-8.059497,9,0.999999972550972,,
497,black_heart_rum,1,391,20.049147,-3.882786,7,0.999999972376806,,
498,feijoa_apple,0,465,-19.136019,54.921738,23,0.999999972260095,,
499,mammoth_iced_coffee,1,466,10.958381,-19.082308,10,0.999999972184765,,
500,cabernet_sauvignon_750ml_alcohol,0,427,-19.808643,-46.932644,5,0.999999972170243,,
501,scalp,0,467,-18.487104,-3.1630561,6,0.999999972094974,,
502,vista,1,468,5.4518957,-19.580786,9,0.999999972066013,,
503,brand,0,469,-38.245132,27.130405,33,0.999999972004783,,
504,750,0,470,-36.51121,-46.75483,10,0.999999971899581,,
505,france,0,471,-19.012135,-40.04021,8,0.99999997189893,,
506,indian_tonic,0,284,38.965347,-22.496859,5,0.999999971720161,,
507,stil_vodka,0,472,-5.7664785,-41.309937,5,0.999999971500776,,
508,garage_project_beer,1,473,2.375811,-38.935863,7,0.99999997146301,,
509,7_12x250ml_12_pack,0,248,-20.65042,-55.401646,5,0.999999971293798,,
510,fullbodied,0,474,47.45723,-44.73928,8,0.999999971095326,,
511,ussr_vodka_500ml,1,475,-6.9193773,-41.882805,5,0.999999971081819,,
512,brut,0,476,-44.14299,7.468278,19,0.999999971043534,,
513,bar_40g,0,477,-25.366405,-40.67601,6,0.999999971035794,,
514,fijoa,0,478,-20.241795,55.5376,7,0.999999970961235,,
515,decaffeinated,0,479,40.434093,23.088272,6,0.999999970943112,,
516,db_export,1,480,-13.158476,-61.338955,5,0.999999970833039,,
517,"rose_750ml

alcohol_licensee",0,413,-35.904854,-52.041313,8,0.99999997080052,,
518,fanta_330ml,1,481,-24.985432,-67.49703,80,0.999999970695953,fanta,
519,tui_hard_soda,1,482,-20.313131,-8.308206,5,0.99999997061015,,
520,coke_600ml,1,483,-26.189875,-43.647636,40,0.999999970529937,coke,
521,"12_years_old_700ml

alcohol",0,484,-29.591967,-50.314465,5,0.999999970478985,,
522,bottles,0,390,-13.378873,-67.269844,255,0.999999970323143,,
524,heineken_beer,1,113,-5.8089423,-65.59967,5,0.999999969971294,heineken,heineken_default
525,hendricks_gin,1,486,-26.522644,-47.93518,5,0.999999969907734,,
526,speights_gold_15_pack,1,487,-17.922209,-61.9662,5,0.999999969849229,,
527,old_mout_cider_scrumpy,1,488,-7.7589865,53.165676,5,0.999999969774612,,
528,rouge,0,489,-18.440092,64.80748,5,0.999999969736307,,
529,bombay_sapphire_gin,1,436,30.264317,-51.67436,7,0.999999969726296,,
530,lift_plus,1,490,-60.414936,-3.241835,10,0.999999969612838,lift,
531,48_cans_10_pack,0,491,-22.477016,-57.419525,5,0.999999969594299,,
532,help,0,492,-19.683218,-3.628962,19,0.999999969546257,,
533,ice_cool,1,493,13.137388,-9.3457365,6,0.999999969511364,,
534,liqueur_700ml_alcohol_licensee,0,494,-32.71313,-52.51604,7,0.99999996946995,,
535,v_350ml_glass,1,495,-26.3904,-68.89031,6,0.999999969446355,v,
536,"250ml_each

alcohol_licensee_purchased",0,47,-36.298416,-55.59768,11,0.999999969416881,,
537,important,0,496,-19.245434,40.348576,8,0.999999969215182,,
538,"pinot_noir_750ml_

alcohol",0,497,-41.532818,-45.798317,7,0.999999969106634,,
539,dilmah,0,498,40.942177,49.0531,8,0.99999996903467,,
540,jack_daniels_gentleman_jack,1,499,-22.492176,-58.47656,5,0.999999969019179,,
541,petes_naturals,1,500,42.217968,0.8200397,7,0.999999969018571,,
542,carrot_concentrate,0,501,-27.02848,50.812485,5,0.999999968915916,,
543,organic_juice_apple,0,502,29.7589,8.804798,19,0.99999996881061,,
544,flavour_water_pumped,0,503,-20.009651,45.738026,12,0.999999968638848,pumped,
545,ceylon_tea,0,504,14.665911,15.451736,8,0.999999968467586,,
546,weve,0,505,43.401615,-21.003424,11,0.999999968319816,,
547,red_label_shiraz,0,506,-6.7964635,-51.898136,5,0.999999968156478,,
548,zz,0,507,-11.03583,21.52653,12,0.999999968049861,,
549,cruiser_passion_12,1,323,-6.0267076,-46.562195,7,0.999999968025116,,
550,characters,0,508,-23.633701,-21.06322,11,0.999999968005467,,
551,cocktails,0,509,38.118828,43.260296,11,0.999999967866344,,
552,oak_barrels,0,510,-13.6068735,50.649773,6,0.999999967834831,,
553,canadian_club_spiced,1,511,30.40846,-21.567295,11,0.999999967818814,club,
554,pro,0,512,-20.580505,66.01361,5,0.999999967784802,,
555,limit_24_bottles_cider,0,513,-11.902188,-69.2303,29,0.999999967710348,,
556,httpswwwubercomennzblogaucklandalcoholdeliveryonubereatsnz,,514,-30.384066,-60.06622,11,0.99999996748445,,
557,heineken_5,,113,-5.4925065,-65.75056,8,0.999999967425298,heineken,heineken_default
558,lemmy_lime_bitters,,515,28.587793,-9.352516,8,0.999999967409929,,
559,abv,,516,-9.161237,-51.30698,8,0.999999967064088,,
560,"hendricks_gin_700ml_700ml

alcohol",,517,-28.982292,-49.099045,8,0.999999967007724,,
561,"single_bottle_15l

alcohol",,518,-15.382443,-66.44877,6,0.999999966917397,,
562,lolli_bag,,519,29.915573,-36.153,16,0.999999966895742,,
563,whiskey_1l,,520,23.596699,64.15125,5,0.99999996665252,,
564,gatorade_1l,,521,11.549631,52.52097,11,0.999999966596862,gatorade,
565,nz_lager_7,,254,22.66597,-30.579529,5,0.99999996635148,,
566,garnier,,522,-16.852129,1.7489641,9,0.999999966191126,,
567,keri_premium_orange_juice,,523,-19.577421,23.95223,11,0.999999966109161,keri,
568,elderberry,,524,21.889103,42.47338,6,0.999999966046667,,
569,difference,,525,-18.912947,-39.174686,5,0.999999965515186,,
570,larios_gin,,526,31.194763,-14.444641,6,0.999999965425636,,
572,long_white_apple,,528,-32.220955,30.330183,14,0.999999965351096,,
573,powerade_750_ml,,529,2.510833,55.921356,7,0.999999965333579,powerade,
574,kgb,,530,105.425415,-42.735954,8,0.999999965329092,,
575,tawny,,531,10.786171,68.93733,6,0.999999965247654,,
576,born,,532,-7.526297,-24.4913,14,0.9999999650788,,
577,fickle_mistress_central_otago,,533,-39.072937,-44.97666,6,0.999999965061671,,
578,wellrounded,,534,-11.118641,63.328938,5,0.999999964848986,,
579,refreshing_taste,,535,-7.1101046,0.3173893,8,0.999999964834263,,
580,steinlager_bottle,,536,20.103971,-31.482443,8,0.999999964774777,,
581,rose_750ml,,537,-37.869003,-46.231224,22,0.999999964724494,,
582,boss_coffee,,538,13.655877,-18.439209,12,0.999999964516856,,
583,san_pellegrino_sparkling_water,,539,-39.233532,-33.166203,23,0.99999996443935,san_pellegrino,
584,grey_goose_vodka_700ml,,540,-30.267832,-48.155643,5,0.999999964392926,,
585,antioxidant,,541,-27.90212,-22.643194,22,0.999999964387073,,fuze_tea_antioxidant
586,months,,542,19.28615,-8.092361,6,0.999999964346209,,
588,v_raspberry_lemonade,,544,22.266396,38.059917,22,0.999999964094812,v,
589,body,,545,5.700084,-63.649937,19,0.999999964035195,,
590,tempranillo,,546,39.312283,17.84443,6,0.999999963951905,,
591,feijoa_lime,,547,-19.333988,55.35735,11,0.999999963798409,,
592,southern_comfort,,548,-43.94599,-50.021626,13,0.999999963741345,,
593,v_blue_guarana,,549,8.891529,-45.79506,11,0.999999963720313,v,
594,prosecco,,550,-1.9439902,-8.036558,7,0.999999963703909,,
595,occasions,,551,-0.7071244,6.4868264,9,0.999999963143884,,
596,ufc,,552,-9.87854,6.2193646,5,0.999999963083678,,
597,sprite_lemonlime,,553,9.57784,5.865811,8,0.999999962867839,sprite,
599,schweppes_tonic_water,,555,59.221214,-7.70189,14,0.999999962668992,schweppes,schweppes_diet_tonic_water schweppes_dry_tonic schweppes_lemon_tonic schweppes_tonic
600,"15_pack_15_pack

alcohol",,556,-19.384012,-62.249172,12,0.999999962453062,,
601,24_bottles_cider,,513,-11.923301,-68.83955,41,0.999999961970851,,
602,nescafe_classic,,557,15.76661,-23.567879,7,0.999999961948314,nescafe,
603,crayons,,558,2.4163198,-4.0278435,6,0.999999961609905,,
604,support,,559,-18.464294,39.34352,9,0.999999961319898,,
605,immune,,560,14.011756,63.209972,7,0.999999961196561,,
606,freshness,,561,-6.197459,1.0043304,7,0.999999961105971,,
607,colouring_book_activity_sheet,,562,-1.2938267,-32.25878,6,0.999999960992484,,
608,coca_cola_diet,,563,31.834377,19.176308,27,0.999999960962329,coca,coca_cola_diet_coke
609,herradura,,564,8.421237,55.54391,5,0.999999960832164,,
610,lemon_paeroa,,565,-15.180915,59.42655,28,0.999999960824308,,
612,"750ml
alcohol_licensee_purchased_limit",,47,-39.4549,-57.191242,9,0.999999960413849,,
613,fabulicious_green,,567,7.0980897,11.28189,9,0.999999960315217,,
614,pinot_gris,,568,-42.03313,-40.428833,29,0.999999960212003,,
615,man_o_war_chardonnay,,569,-21.861662,-42.460964,5,0.999999960168687,,
616,"france_750ml

alcohol_licensee_purchased",,47,-37.611027,-55.052193,19,0.99999996012492,,
617,nitro_vodka_guarana,,570,-4.539661,-41.93774,9,0.99999996009885,,
618,monteiths_black,,571,19.099674,-8.670472,5,0.999999959870826,,
619,supported,,559,-18.455807,39.373627,6,0.999999959470589,,
620,botanicals,,572,16.143333,-12.804884,7,0.999999959409952,,
621,fanta_330ml_glass,,573,-25.556963,-67.801414,9,0.999999959348067,fanta,
622,complex,,574,16.026106,-28.977165,16,0.999999959182454,,
623,seconds,,575,41.64954,-40.030163,5,0.999999959153691,,
624,"500ml

alcohol_licensee_purchased_limit",,47,-38.535,-56.58675,35,0.99999995912578,,
625,nectarine,,576,0.22178245,-41.797962,9,0.999999959070732,,
626,feijoa,,577,-19.608246,55.156155,82,0.999999958575221,,
627,tuatara_mix_6,,578,38.17038,7.052004,6,0.999999958549603,,
628,shiraz_750ml,,134,-34.948174,-45.512527,9,0.999999958341811,,
629,sauvignon_blanc_marlborough_new,,97,-16.572147,-43.4421,10,0.999999958335127,,
630,camshorn,,579,-6.8438606,-24.511534,7,0.999999958284768,,
631,brother,,580,5.4176874,70.43451,5,0.999999958143575,,
632,scapegrace,,581,-7.188271,-39.452045,7,0.999999957942291,,
633,"12_pack_250ml_each

alcohol",,582,-23.060942,-60.410297,14,0.999999957853481,,
634,age_id_sale,,583,2.4839017,-32.84397,7,0.999999957815165,,
635,pure_nz_water,,584,-17.57017,-28.857035,12,0.999999957774634,,
636,parkers,,585,-18.43324,21.153772,5,0.99999995729098,,
637,pack_7_alcohol,,586,-28.759764,-55.531445,9,0.999999957208703,,
638,live_plus_500ml,,587,-22.939554,-36.781017,20,0.999999956870534,,
639,cruiser,,454,-5.6447296,-44.80432,13,0.999999956757398,,
640,lipton_iced_tea,,588,19.44703,17.40912,20,0.999999956671292,lipton,lipton_ice_tea lipton_ice_tea_peach lipton_diet_ice_tea_lemon lipton_diet_ice_tea_peach lipton_ice_tea_mango lipton_ice_tea_lemon lipton_ice_tea_green lipton_ice_tea
641,bitters_glass_bottle,,589,-13.292628,-64.96518,6,0.999999956662411,,
642,handle,,590,19.824108,-12.23788,10,0.999999956549454,,
643,clean,,81,26.14652,-38.45366,29,0.999999956353165,,
644,bottled_water,,591,-12.485558,-66.61596,15,0.999999956288176,,
645,asahi_super_dry,,592,-12.771001,34.911453,9,0.99999995620197,,
646,e2_fruit,,593,-4.132315,38.256504,8,0.999999956169813,e2,
647,themed_activity_bags_including,,594,-1.2547938,-32.2708,6,0.999999956094092,,
648,citrusy,,595,17.668665,11.222741,8,0.99999995609052,,
649,rexona,,596,-6.050826,-35.31329,10,0.999999955831406,,
650,charlies_mango,,597,-22.407343,-14.563669,8,0.999999955814099,charlies,
651,veuve_du_vernay_ice,,598,8.545331,-7.6372614,5,0.999999955496018,,
652,ginger_beer_bundaberg_ginger,,223,33.487907,-9.444047,14,0.999999955371013,bundaberg,bundaberg_ginger_beer bundaberg_ginger_beer bundaberg_diet_ginger_beer
653,monster_zero_ultra,,599,15.26513,-41.56443,19,0.99999995518433,monster,
654,alcohol,,600,-30.530489,-58.565773,29,0.999999955029782,,
655,fat_bird,,601,-44.34295,-40.580395,9,0.999999954623706,,
656,"limit_2_bottles_spirit
",,602,-14.073412,-69.91554,9,0.999999954436637,,
657,"shiraz_750ml

alcohol_licensee",,603,-35.896633,-50.157486,9,0.999999954345376,,
658,monteiths_radler,,604,19.333021,-9.019963,5,0.999999954304212,,
659,palmolive,,605,-21.717138,-34.538006,15,0.999999953840019,,
660,lake_chalice_falcon_pinot,,606,-42.689407,-42.110874,7,0.999999953738783,,
