,token,label,cluster,character_dimension_1,character_dimension_2,count,probability,cass_brand,similar_cass_brand
661,1800_silver,,607,9.235072,-6.1389394,6,0.999999953308001,,
662,macs_black,,608,17.157213,-4.730982,6,0.999999953267008,,
663,clean_crisp,,609,26.276474,-37.96318,5,0.999999953239522,,
664,powerade_berry_ice,,610,5.66727,54.32149,28,0.999999953080846,powerade,powerade_zero_berry_ice powerade_berry
665,136g,,611,-31.034037,-73.71597,5,0.999999952953982,,
666,polar_pop,,612,18.45739,35.689686,9,0.999999952937442,,
667,smirnoff_guarana,,613,7.141933,-25.786179,8,0.999999952927084,,
668,martini_rosso,,614,-29.614672,22.988846,6,0.999999952904421,,
669,kingfisher_strong,,615,9.458466,-3.26991,7,0.99999995276057,,
670,carbonated,,616,6.4975543,-37.991188,10,0.999999952633441,,
671,intense_dark,,617,0.9850353,-71.70579,5,0.999999952582452,,
672,mt_blast,,618,-3.06668,57.32586,5,0.999999951969002,,
673,lion_red,,619,-16.449772,-63.98596,11,0.999999951781806,,
674,"barossa_australia_750ml

alcohol_licensee",,620,-40.42859,-50.65028,6,0.999999951701622,,
675,6x330ml_bottles,,621,-21.542887,-66.12673,13,0.999999951466736,,
676,primo_chocolate_milk,,622,-7.6322064,-12.652054,11,0.999999951337237,primo,
677,blush,,623,-1.0428125,-49.81562,7,0.999999951155499,,
678,oldest,,624,-8.704508,-8.796674,5,0.999999951003038,,
680,wild_turkey,,626,42.354916,38.012096,19,0.999999950845303,,
681,vintage_cheddar,,627,25.772326,-31.792662,6,0.999999950768008,,
682,15_pack_320ml_48,,628,-24.389616,-62.057976,9,0.999999950739359,,
683,garage_project,,473,2.3691354,-38.926113,11,0.999999950656562,,
684,"15_pack_330ml_each

alcohol",,629,-22.754025,-61.393654,14,0.999999950642282,,
685,karma_cola,,630,48.47585,-23.71608,25,0.999999950611116,cola,
686,mike_ike,,631,-16.846043,22.892971,6,0.999999950496203,,
687,rexona_roll,,632,-6.053846,-35.31455,5,0.999999950306321,,
688,50ml_alcohol_licensee_purchased,,47,-36.766033,-56.35713,15,0.999999949944113,,
689,floor,,633,2.3625484,-17.6869,6,0.999999949891941,,
690,kraken_black_spiced_rum,,634,20.3688,-4.523284,11,0.999999949869775,,
691,cans_alcohol_licensee,,635,-33.418316,-54.78116,7,0.999999949665984,,
692,ormond_rich_cream,,636,48.138718,17.62287,6,0.99999994941992,,
693,jack_10_pack,,637,-22.21658,-58.181973,6,0.999999948975945,,
694,silver_ice,,638,9.195631,-6.504223,7,0.999999948737749,,
695,espresso_based,,639,10.842646,-24.057573,10,0.999999948450952,,
696,selaks_reserve,,640,0.76730585,-35.5081,6,0.999999948353549,,
697,contains_caffeine,,641,39.346104,22.812464,5,0.999999948279492,,
698,liquid_breakfast,,642,-33.45375,48.143894,5,0.999999948278583,,
699,828ml,,643,-17.11002,-68.49507,14,0.999999948167775,,
700,coca_cola_600ml,,644,33.602463,20.183496,16,0.999999948158835,coca,
701,taylors_est,,645,2.0677915,-20.931965,5,0.999999947950338,est,
702,captain_morgan_spiced,,646,0.3221985,62.614704,9,0.99999994779359,,
703,monster_energy_drink,,647,15.1338625,-54.64878,54,0.999999947498556,monster,monster_energy
704,hydrate,,648,-3.3588107,-27.037266,5,0.999999947160574,,
706,nivea,,650,-20.885878,-35.258457,19,0.999999946729567,,
707,nz_natural_sparkling_water,,651,45.983692,2.8004768,11,0.999999946696581,,
708,absolut_vodka,,652,-4.0300283,-39.672207,11,0.999999946543779,,
709,glass_bottle,,653,-13.434677,-65.226204,117,0.999999946374121,,
710,roaring_meg_pinot_gris,,654,-42.286884,-40.290245,8,0.999999946323147,,
711,monster_original,,655,-13.825027,-1.6523288,19,0.999999946111536,monster,
712,decaf_coffee,,656,14.545042,-19.093542,5,0.99999994606913,,
713,water_320ml,,657,-25.888662,-62.06119,5,0.999999945899553,,
715,"6_pack

alcohol_licensee_purchased",,33,-36.241745,-58.33587,41,0.999999945761542,,
716,character,,508,-23.658855,-21.06951,11,0.99999994569207,,
717,10_pack_330ml_48,,659,-23.779488,-62.31221,11,0.99999994567169,,
718,nature,,660,40.084137,6.3058643,15,0.999999945178645,,
719,biscuits_250g,,661,-23.228064,-52.283714,14,0.999999945052275,,
720,glaceau_vitamin_water,,662,-34.570854,-21.922499,30,0.999999945048567,glaceau,
721,pinot_gris_750ml,,663,-40.912754,-40.93736,8,0.999999944846242,,
722,jacobs_creek_moscato,,664,55.552616,17.159182,5,0.999999944808419,,
723,alcohol_licensee_purchased_limit,,47,-38.019245,-57.635002,286,0.999999944585654,,
724,petes,,665,42.236996,0.5742514,7,0.99999994451143,,
725,merlot_cabernet,,666,-11.709332,-50.008514,5,0.999999943735758,,
727,devils_staircase_pinot_noir,,668,-43.79324,-44.28236,10,0.999999943518812,,
729,english_breakfast_tea,,670,-33.453827,48.167137,13,0.999999942904032,,
730,soft_drink_125l,,671,-29.660248,-67.17313,8,0.999999942691693,,
731,phoenix_organic_apple,,267,54.292942,-22.901955,10,0.999999942181961,phoenix,phoenix_organic phoenix_organic_default phoenix_organic
732,corona_extra_bottle,,2,-6.3356953,-59.176197,8,0.999999942089402,,
733,energy_drinks,,180,15.802726,-55.713985,12,0.999999942061435,,
734,mention_flavors_details_special,,672,-23.722673,44.809017,5,0.99999994203347,,
735,selaks_premium_selection,,673,0.91535187,-35.328022,6,0.999999942023593,,
736,old_north_road_pinot,,49,-47.894207,-38.28112,11,0.999999941870488,,
737,water_corn_starch,,674,-6.6528664,-22.389399,5,0.999999941793963,,
738,speights_summit_ultra,,352,9.678688,-39.38529,17,0.999999941775528,ultra,
739,built,,675,16.441555,-69.73303,5,0.999999941663656,,
740,"prosecco_italy_750ml

alcohol_licensee",,676,-37.005196,-51.78167,5,0.999999941488162,,
741,cabernet_sauvignon_750ml,,427,-19.629904,-46.80646,7,0.999999941207771,,
742,beefeater_blood_orange,,677,27.173279,-4.8231125,5,0.999999941011625,,
743,showing,,678,-2.392286,11.860436,5,0.999999940848573,,
745,gordons_gin,,107,-30.213758,-40.58573,10,0.999999940634449,,
746,named,,680,23.061298,5.068664,9,0.999999940155025,,
747,organic_kombucha,,681,48.72657,-7.2162933,6,0.999999940015142,,
748,326g,,682,-31.020739,-73.71495,7,0.999999939330756,,
749,nitro_original,,683,-14.9394865,-3.443584,5,0.999999939133765,,
750,speights_ultra_low_carb,,684,10.494962,-39.135654,11,0.999999939132682,ultra,
751,oj,,685,-19.82943,3.273561,11,0.999999939041479,,
752,anti,,686,-26.278004,-22.979435,6,0.999999939010465,,
754,old_monk_rum,,688,-7.4612517,52.088768,7,0.999999938565884,,
755,pinot_gris_north_island,,689,-43.54356,-38.268173,6,0.999999938432297,,
756,ginger_beer,,690,33.913548,-11.234367,201,0.999999938236119,,
757,5_alcohol,,691,-30.91869,-58.36557,7,0.999999937943585,,
758,barista,,692,5.9658837,-18.981527,27,0.999999937673909,,
759,gimblett_gravels_new_zealand,,693,3.5686705,-28.083271,5,0.999999937317448,,
760,nz_pure_water,,694,-17.542425,-28.878477,6,0.999999936914169,,
761,"piemonte_italy_750ml

alcohol_licensee",,695,-37.23625,-51.644474,5,0.999999936600156,,
762,citrus_notes,,696,17.766108,11.232562,6,0.999999936528166,,
763,aussie_bodies_keto,,697,47.466717,-44.76141,5,0.999999936424964,,
764,"375ml

alcohol_licensee_purchased_limit",,47,-38.597458,-57.70376,17,0.999999936284424,,
765,speights_summit_ultra_low,,352,9.849679,-39.33702,7,0.999999936246353,ultra,
766,arizona_iced_tea,,698,1.6143526,35.437763,14,0.999999936038662,arizona,
768,lp_330ml,,700,-24.993761,-65.78559,69,0.999999935572566,,
769,valley,,701,-12.775865,-31.3439,7,0.999999935538527,,
770,nz_natural_sparkling_mandarin,,651,46.05286,2.6332061,11,0.999999935292177,,
771,pump_nz,,702,-22.54858,46.76649,7,0.999999934889106,pump,
772,allan_scott,,703,-25.525364,-24.10679,15,0.999999934681289,,
773,"chardonnay_750ml

alcohol_licensee",,704,-37.457275,-49.471153,6,0.999999934680874,,
774,42_pure,,705,-17.684803,-31.058523,11,0.999999934369506,,
775,pinot,,706,-42.550304,-41.980072,8,0.99999993432833,,
776,time_rangers_white_rhino,,707,-14.211214,38.116116,5,0.999999934094722,,
777,710ml,,708,-26.031958,-60.597027,8,0.999999933823886,,
778,otakiri_sparkling_water,,709,48.72331,7.002186,11,0.999999933744084,,
779,coke_vanilla,,710,38.496315,18.417477,72,0.9999999334943,coke,
780,conditioner,,711,42.959854,-38.96472,9,0.999999933418488,,
781,hair,,712,-59.03422,5.2608156,27,0.99999993324045,,
782,ovi_water_infusion,,713,-33.82041,-3.571011,5,0.999999933043467,,
783,water_600ml_bottle,,714,-24.985632,-43.711853,14,0.99999993290773,,
784,hawkws_bay_new_zealand,,715,-14.155238,-40.845432,5,0.999999932865667,,
785,malibu_passionfruit,,716,19.527378,5.371221,8,0.99999993284882,,
786,kleenex,,717,-66.34097,-12.179168,5,0.999999932713456,,
787,rebel,,718,12.399189,31.283522,7,0.999999931746689,,
788,montana_riesling,,719,-26.212223,56.462296,5,0.999999931727414,,
789,chivas_regal_12_years,,720,-53.84493,-32.338745,8,0.999999931386866,,
790,taylors,,645,2.078462,-20.926006,5,0.999999931202059,,
791,lipton_iced,,588,19.795412,17.483063,6,0.999999930809063,lipton,lipton_ice_tea lipton_ice_tea_peach lipton_diet_ice_tea_lemon lipton_diet_ice_tea_peach lipton_ice_tea_mango lipton_ice_tea_lemon lipton_ice_tea_green lipton_ice_tea
792,coke_zero_sugar,,721,24.338802,24.873234,43,0.999999930756008,coke,
793,"15x330ml_bottles_15_pack

alcohol",,722,-19.764399,-63.130733,5,0.999999930532539,,
794,nelson,,723,-14.226498,51.724987,12,0.999999930431165,,
795,phoenix_apple,,724,54.96787,-21.872925,13,0.99999993042572,phoenix,
796,estate,,725,-2.055709,-20.551327,5,0.999999929728217,,state
797,barista_iced,,726,6.3804197,-19.028013,7,0.999999929646307,,
798,cola_sugar,,727,27.802944,19.91126,11,0.999999929635528,cola,
799,pure_blonde_bottles,,728,-14.165787,-67.558945,5,0.99999992929251,,
800,mills_reef,,729,-4.502522,-12.571757,6,0.999999929205072,,
801,pgris_north_island_new,,730,-43.852024,-38.126205,5,0.999999929177093,,
803,oyster_bay_sparkling,,732,50.721504,6.6912827,7,0.999999928865849,,
804,floral,,733,2.1376517,-18.152939,17,0.99999992861079,,
805,bergamot,,734,27.477295,0.3919654,7,0.999999928456083,,
806,ice_blocks,,735,11.535131,-12.77564,5,0.99999992843599,,
807,ginger_beer_330ml,,736,33.24023,-11.24447,44,0.999999927800658,,
808,pgris_750ml,,737,-40.393097,-41.058376,6,0.999999927628719,,
809,720ml,,738,-26.355701,-62.066753,8,0.999999926852928,,
810,malfy_gin,,739,34.78056,-37.99831,6,0.999999926700214,,
811,ade,,740,-5.904968,13.178671,11,0.999999926502778,,
812,7_12_pack,,741,-19.727402,-55.67846,17,0.999999926333261,,
813,blood_orange,,742,26.764963,-3.4230523,32,0.999999926007405,,capi_blood_orange
814,"330_ml

alcohol_licensee_purchased",,47,-37.667538,-56.057163,5,0.999999925971166,,
815,"alize_blue_700ml_700ml

alcohol",,743,-29.515188,-49.31336,5,0.999999925902538,,
816,cold_pressed,,744,-2.8614004,-4.5691285,12,0.999999925699017,,
817,vitality,,745,-34.677788,-14.870167,7,0.999999925543829,,
818,"chardonnay_750ml_750ml_

alcohol",,746,-37.531876,-48.80686,8,0.999999925067469,,
819,malbec,,747,-10.034566,-47.82437,9,0.999999924663002,,
820,edition,,748,44.008568,-38.050423,10,0.999999924629254,,
821,palate,,749,-22.509092,-30.593777,42,0.999999923634349,,
822,e330,,750,-23.525005,-66.714516,5,0.999999923611231,,
823,275_ml,,751,-33.244217,-62.036808,15,0.9999999236028,,
824,ned_sauvignon_blanc,,212,-18.34599,-44.076027,7,0.999999923588636,,
825,420,,752,-49.048187,-58.737667,5,0.999999923366597,,
826,"shiraz_750ml_750ml
alcohol_licensee",,603,-35.68894,-49.52523,8,0.999999922985182,,
828,chocolate_block,,753,11.181931,-13.023877,9,0.999999922820116,,
829,garage_project_golden_path,,754,2.491464,-38.73285,6,0.999999922783494,,
830,william_codys_bourbon_cola,,755,29.51814,-43.28445,6,0.999999922617706,cola,
831,pinot_gris_south_island,,756,-43.03888,-38.141155,8,0.999999922599525,,
832,5_alcohol_bottle,,757,-31.536385,-57.589474,5,0.999999922487025,,
833,riccadonna_asti,,758,-11.195091,-36.87878,5,0.999999922406519,,
834,organic_juice_bottle,,759,29.7165,8.787444,11,0.9999999223265,,
835,international,,760,-5.0714035,-27.355087,8,0.999999922120805,,
836,fairtrade_organic,,761,51.156612,-26.245342,6,0.999999921855584,,
837,blooms,,762,25.711344,-4.498909,6,0.999999921711512,,
838,aero,,763,-15.178856,59.431564,8,0.999999921364793,,
839,lemons,,764,11.201443,8.648899,13,0.99999992051666,,
840,"750_ml

alcohol_licensee_purchased",,47,-37.649647,-55.84232,25,0.999999920462039,,
841,johnnie_walker,,765,-11.228238,-9.954855,42,0.999999920455722,,
842,jacobs_creek,,766,55.51142,17.440527,21,0.999999920219283,,
843,beverage,,767,43.502865,-21.613052,15,0.999999920203562,,
844,griffins_chit_chat,,768,41.316746,19.21291,8,0.999999919013083,,
845,vailima_big_bottle,,769,-8.816795,-71.16946,6,0.999999918692213,big,
846,export_33_bottle,,770,-13.753462,-61.921597,7,0.999999918654826,,
847,sour_patch_kids,,771,-10.30758,12.972252,23,0.999999918522519,,
848,thornbury,,772,-6.6033883,-24.510462,6,0.99999991843826,,
849,support_healthy_digestion_goodness,,773,-19.049423,38.875988,7,0.999999918347796,,
852,bottles_alcohol_licensee,,776,-32.643246,-55.209454,5,0.999999917893189,,
853,trinity_hill_hb_merlot,,777,-11.972795,-48.512627,5,0.999999917779519,,
854,apple_blackcurrent,,778,-7.600186,18.607265,15,0.999999917743106,,
855,bundaberg_passion_fruit,,779,31.517212,-6.171049,10,0.999999916823986,bundaberg,
856,cask,,780,6.5394197,-23.414778,10,0.999999916448758,,
857,water_600_ml,,155,-25.202738,-44.665684,5,0.99999991634104,,
858,sauvignon_blanc_750ml,,212,-18.983622,-44.168858,6,0.999999915925413,,
860,hydration,,648,-3.3760846,-27.05704,7,0.99999991566535,,
861,"360ml_360ml

alcohol_licensee_purchased",,782,-39.530064,-55.56694,5,0.999999914928043,,
862,tonic_water,,783,37.25507,-21.659643,16,0.999999914574448,,
863,mellow,,784,2.7152221,-24.413702,11,0.999999914307269,,
864,bombay_sapphire,,436,30.254242,-51.680637,17,0.999999914281776,,
865,bundaberg_ginger_beer_375,,223,33.893684,-8.496509,10,0.999999914243584,bundaberg,bundaberg_ginger_beer bundaberg_ginger_beer bundaberg_diet_ginger_beer
866,rose_750ml_alcohol_licensee,,413,-35.21299,-52.38224,16,0.999999913152259,,
867,sugarfree_blue,,785,42.57631,-32.297123,7,0.999999913002842,,
868,double_espresso,,786,9.386563,-22.900553,23,0.999999912421413,,
869,long_white_15_pk,,787,-32.299984,30.455984,6,0.999999912175728,,
870,fazer_tutti,,157,46.76325,44.172745,5,0.999999912059829,,
871,raspberry_lemonade,,544,22.244904,38.070274,30,0.999999911844709,,
872,karma_cola_organic,,253,49.13404,-24.320051,7,0.999999911515802,cola,
873,"pack_330ml_alcohol_bottle

alcohol",,788,-30.623018,-56.619534,16,0.999999911283535,,
874,12yo_700ml,,789,-28.753685,-47.9704,5,0.999999911013063,,
875,sparking_duet,,790,55.92678,3.15465,9,0.99999991095733,,
876,time_rangers,,791,-14.109781,38.091663,5,0.999999910824619,,
877,purchased_limit_24,,792,-39.964397,-58.445072,10,0.999999909776887,,
878,gordons_pink,,793,-30.217884,-40.81787,11,0.999999909651577,,
879,smirnoff_ice_double,,794,7.2031274,-25.56471,19,0.99999990924002,,
880,sisters_run,,795,-20.191452,-19.957535,5,0.999999909203139,,
881,matua,,796,38.37132,6.9742537,5,0.999999908944376,,
882,wither_hills_pinot_noir,,797,-42.914635,-44.21429,18,0.999999908686972,,
884,chardonnay_750ml,,798,-37.58888,-48.763355,5,0.999999907468294,,
885,vitamin_c,,799,-32.26201,-19.543,10,0.999999907274938,,
886,cola_zero,,800,29.120573,22.904411,7,0.999999907115016,cola,
887,3l_alcohol_licensee_purchased,,47,-36.689003,-56.83481,5,0.999999906007301,,
888,"label_700ml_700ml

alcohol_licensee",,801,-30.114576,-49.63214,5,0.999999905988767,,
889,johnnie_walker_gold_label,,802,-11.224737,-9.953805,16,0.99999990593415,,
890,pump_water_bottle,,803,-11.72609,-66.68851,19,0.999999905758006,pump,
891,ajax,,804,30.804382,30.09626,8,0.999999905540988,,
892,soft_drink_330ml_glass,,805,-27.710028,-67.43087,7,0.999999905338715,,
893,winner,,806,-3.2244403,11.040184,5,0.99999990526526,,
894,water_400ml,,807,-25.307934,-40.732536,12,0.999999905148898,,
895,sparkling_duet_raspberry,,132,55.247513,2.3635695,16,0.999999905121706,,schweppes_sparkling_duet_raspberry schweppes_sparkling_duet_lime schweppes_sparkling_duet_lemon schweppes_sparkling_duet_lemonade schweppes_sparkling_duet_orange_lemon
896,4_pack,,808,-19.995213,-58.862885,333,0.999999905075877,,
897,isaacs_apple_low_sugar,,809,-10.786984,27.269554,6,0.999999904746525,,
898,vitamin_water_mixed,,810,-32.885864,-19.150652,12,0.999999904596383,vitamin_water,
899,powerade_mountain_blast_zero,,4,-1.2480901,59.428764,5,0.999999904569239,powerade,powerade_mountain_berry_blast powerade_zero_mountain_blast
900,displays,,811,7.346359,-49.130642,5,0.999999903972809,,
901,primo_milk,,812,-7.402947,-13.381602,8,0.999999903902249,primo,
902,magnesium,,813,-4.1306825,-30.978117,5,0.999999903746313,,
903,truly,,814,5.9736695,-42.260403,10,0.99999990363402,,
904,maude,,815,-27.671806,62.728523,6,0.999999903286221,,
905,russian_plain,,816,-13.964133,-6.2080035,8,0.999999903074925,,
906,lp_300ml,,817,-25.526712,-65.411995,10,0.99999990279307,,
908,10pk_btls,,818,-24.288961,-55.124554,5,0.999999902284446,,
909,single_alcohol_licensee,,819,-33.771214,-54.921288,8,0.999999901895737,,
910,famous_grouse,,820,7.114402,11.2678175,16,0.999999901776195,,
911,rose_750ml_central_otago,,821,-38.54321,-45.52476,5,0.999999901354172,,
913,popsicle_slushy,,822,-1.6615173,-49.949524,7,0.999999901160723,,
914,guarana,,823,9.744945,-46.183067,21,0.999999901015118,,
915,corona,,824,-6.045644,-58.79917,6,0.999999900700353,,
916,florist,,825,2.1569247,-18.223532,5,0.999999900252527,,
917,ginger_beer_bottle,,826,33.8448,-11.313346,22,0.999999899883418,,
918,farm_hand_organic,,827,50.01892,-25.159449,6,0.999999899573146,,
919,perfect_meal,,828,2.9348514,-43.42072,13,0.999999899478471,,
920,lifted,,829,-60.952263,-2.5971282,7,0.999999899402893,,
921,odd_company_vodka,,830,15.679568,-29.84091,9,0.999999899251734,,
922,single_bottle,,831,-14.988161,-66.55681,34,0.999999899212836,,
923,acidity_regulator,,832,29.243666,14.246804,5,0.999999899075961,,
924,"360ml_13_alcohol_can

alcohol",,833,-28.887394,-58.036163,11,0.999999898727969,,
925,chamomile,,834,-12.191532,-15.198238,30,0.999999898723311,,
926,wolf_blass,,835,21.124243,0.82084906,19,0.999999898655571,,
927,keri_kids_apple,,836,-13.814754,24.349371,10,0.999999898043318,keri,
928,squealing_pig,,837,44.5402,12.52984,11,0.999999897856764,,
929,bitters_330ml,,838,-12.672276,-56.611187,18,0.999999897784604,,
930,"eastern_australia_australia_750ml

alcohol",,839,-41.19993,-50.69267,10,0.999999897741223,,
931,"alcohol

alcohol_licensee_purchased_limit",,47,-37.50208,-57.371628,27,0.999999897535353,,
932,"18_pack

alcohol_licensee_purchased",,33,-36.025757,-58.295444,14,0.999999897293926,,
933,chardonnay_hawkes_bay_new,,840,-13.87896,-40.409527,9,0.999999897072793,,
934,"750ml_each

alcohol_licensee_purchased",,47,-36.35433,-55.561234,6,0.999999897008506,,
935,chardonnay_marlborough_new_zealand,,841,-15.611682,-42.828987,8,0.999999896921123,,
936,"gisborne_new_zealand_750ml

alcohol",,842,-33.350445,-47.82872,15,0.99999989587613,,
937,wake,,843,-31.122467,40.302177,7,0.99999989569341,,
938,2014,,844,-50.5764,-58.165283,6,0.999999895687044,,
939,225ltr,,845,-32.206383,-67.89478,8,0.999999895436165,,
940,mount_gay,,846,-5.623096,67.7025,14,0.999999895304501,,
941,water_600ml,,69,-25.2606,-43.64557,37,0.999999895260711,,
942,soda_mocktail,,847,38.123596,43.26633,5,0.999999894509147,,
943,moccona,,848,-1.9535658,6.9045143,8,0.999999894409055,,
944,370ml,,849,-27.449179,-49.888027,23,0.999999894200099,,
945,lemmy_lemonade,,850,16.095057,9.334859,15,0.999999894173742,,
946,cider_bottle,,851,-11.901721,-67.93001,6,0.999999894141252,,
947,chardonnay_south_eastern_australia,,852,-42.551754,-50.33854,5,0.999999893527186,,
948,coruba,,853,-10.985151,-5.5002694,8,0.999999893327925,,
949,aotearoa,,854,-50.519444,-36.984245,7,0.999999892993709,,
950,bundaberg_sparkling,,855,33.002106,-6.5510793,5,0.999999892760328,bundaberg,
952,lolly,,857,29.914463,-36.154255,9,0.99999989215004,,
953,wave_chocolate,,858,9.789337,-13.580831,5,0.999999891720516,,
954,single_origin,,859,-12.195079,-2.8412352,7,0.999999891449176,,
955,botanical,,572,16.143911,-12.804634,7,0.999999891218806,,
956,villa_maria_pb,,125,-26.833492,-15.066135,5,0.999999891170486,,
957,merlot_south_australia_australia,,860,-41.87879,-50.467506,13,0.999999891058824,,
958,6_alcohol,,861,-30.425158,-58.759617,8,0.999999890980412,,
959,"waipara_new_zealand_750ml

alcohol",,862,-33.352222,-47.821323,10,0.999999890476858,,
960,bundaberg_375ml,,863,33.9532,-7.3477697,26,0.999999890430682,bundaberg,
961,primo_flavoured_milk,,864,-7.2321143,-13.562827,14,0.999999890406926,primo,
962,"only

",,865,10.069239,6.078664,5,0.999999889936375,,
963,long_white_feijoa,,866,-20.191591,54.315872,11,0.999999889563773,,
964,"52_alcohol_bottle

alcohol_licensee",,39,-32.076653,-56.22192,8,0.999999889069388,,
965,mineral_water,,867,-19.61338,-24.358881,16,0.999999888942743,,
966,bitters_375ml,,868,-12.025934,-56.132645,21,0.999999888757002,,
967,nectar,,576,0.23623365,-41.7981,6,0.999999888694532,,
968,natural_confectionery_company_party,,869,16.272854,-29.967403,8,0.999999888501745,,
969,sauvignon_marlborough_new_zealand,,97,-16.082024,-43.172455,7,0.999999888153449,,
970,russian_standard_original,,870,-13.9496355,-5.8267164,8,0.999999887219031,,
971,apple_feijoa_275ml,,871,-18.820759,54.432064,7,0.999999887190619,,
972,nz_natural_sparkling,,651,45.973827,2.6644201,24,0.999999887051254,,
974,"grey_goose_700ml_700ml

alcohol",,873,-29.705189,-48.93461,5,0.99999988635076,,
975,dilmah_tea,,498,40.937607,49.05336,5,0.999999884943515,,
977,world,,875,-41.011047,42.47966,43,0.9999998844881,,
978,6_pack_30ml,,876,-22.669683,-62.38599,6,0.999999884369788,,
979,gooseberry,,877,11.881081,30.863293,5,0.99999988391336,,
980,pascall_party_pack,,878,-19.937649,-58.145893,12,0.999999882776411,,
981,almighty_organic_juice,,879,29.531273,8.889362,6,0.99999988271948,,
983,reach,,881,9.06341,26.957476,7,0.999999882560109,,
984,scotch_whisky,,138,22.985352,63.63696,5,0.999999882541306,,
985,products,,882,-20.591608,66.5882,22,0.999999882395468,,
986,aloe_vera_pomegranate,,883,6.415127,-7.9192333,9,0.999999881989193,,
987,dellos_aloe_vera,,154,6.7796965,-9.697212,6,0.999999881672781,,
988,heineken_bottles,,378,-6.7030687,-65.857285,11,0.999999881014437,heineken,
989,glacier_freeze,,884,35.073315,4.601938,6,0.999999880776928,,
990,choc_ice,,885,9.135377,-15.849462,11,0.99999988074052,,
991,gums,,886,-29.238218,42.622517,5,0.999999880046694,,
992,"7_alcohol_bottle

alcohol_licensee",,39,-32.11228,-56.159447,7,0.999999879917679,,
993,7_cans_12,,887,-22.860289,-56.31346,11,0.999999879775919,,
994,coke_225l,,888,-32.364105,-68.32169,11,0.999999879637855,coke,
995,daniel_le_brun_rose,,889,-0.3014498,-6.5066576,9,0.999999879426283,,
996,scapegrace_vodka,,890,-7.0413322,-39.63354,6,0.999999878717568,,
997,l_p,,891,-37.01734,-65.50539,195,0.999999878358791,,
998,cola_10,,892,28.451262,22.885742,6,0.999999877791523,cola,
999,glenlivet_founders,,893,-10.462164,63.029358,6,0.999999877502525,,
